"tree_species","neighbourhood_name","tree_scale","height_range_id","n_tree"
"FAGUS SYLVATICA","WEST POINT GREY","medium",4,15
"MAGNOLIA KOBUS","ARBUTUS-RIDGE","medium",4,40
"MAGNOLIA KOBUS","HASTINGS-SUNRISE","medium",4,126
"MAGNOLIA KOBUS","KENSINGTON-CEDAR COTTAGE","medium",4,56
"MAGNOLIA KOBUS","KERRISDALE","medium",4,61
"MAGNOLIA KOBUS","KITSILANO","medium",4,85
"MAGNOLIA KOBUS","OAKRIDGE","medium",4,23
"MAGNOLIA KOBUS","RENFREW-COLLINGWOOD","medium",4,58
"MAGNOLIA KOBUS","RILEY PARK","medium",4,8
"MAGNOLIA KOBUS","SHAUGHNESSY","medium",4,22
"MAGNOLIA KOBUS","SOUTH CAMBIE","medium",4,10
"MAGNOLIA KOBUS","SUNSET","medium",4,12
"MAGNOLIA KOBUS","VICTORIA-FRASERVIEW","medium",4,108
"PRUNUS CERASIFERA","ARBUTUS-RIDGE","medium",4,506
"PRUNUS CERASIFERA","DOWNTOWN","medium",4,3
"PRUNUS CERASIFERA","DUNBAR-SOUTHLANDS","medium",4,382
"PRUNUS CERASIFERA","FAIRVIEW","medium",4,46
"PRUNUS CERASIFERA","GRANDVIEW-WOODLAND","medium",4,75
"PRUNUS CERASIFERA","HASTINGS-SUNRISE","medium",4,417
"PRUNUS CERASIFERA","KENSINGTON-CEDAR COTTAGE","medium",4,244
"PRUNUS CERASIFERA","KERRISDALE","medium",4,225
"PRUNUS CERASIFERA","KILLARNEY","medium",4,209
"PRUNUS CERASIFERA","KITSILANO","medium",4,183
"PRUNUS CERASIFERA","MARPOLE","medium",4,225
"PRUNUS CERASIFERA","MOUNT PLEASANT","medium",4,66
"PRUNUS CERASIFERA","OAKRIDGE","medium",4,139
"PRUNUS CERASIFERA","RENFREW-COLLINGWOOD","medium",4,476
"PRUNUS CERASIFERA","RILEY PARK","medium",4,194
"PRUNUS CERASIFERA","SHAUGHNESSY","medium",4,168
"PRUNUS CERASIFERA","SOUTH CAMBIE","medium",4,40
"PRUNUS CERASIFERA","SUNSET","medium",4,326
"PRUNUS CERASIFERA","VICTORIA-FRASERVIEW","medium",4,605
"PRUNUS CERASIFERA","WEST END","medium",4,145
"PRUNUS CERASIFERA","WEST POINT GREY","medium",4,193
"PRUNUS SERRULATA","ARBUTUS-RIDGE","medium",4,217
"PRUNUS SERRULATA","DUNBAR-SOUTHLANDS","medium",4,423
"PRUNUS SERRULATA","FAIRVIEW","medium",4,142
"PRUNUS SERRULATA","GRANDVIEW-WOODLAND","medium",4,277
"PRUNUS SERRULATA","HASTINGS-SUNRISE","medium",4,324
"PRUNUS SERRULATA","KENSINGTON-CEDAR COTTAGE","medium",4,690
"PRUNUS SERRULATA","KERRISDALE","medium",4,303
"PRUNUS SERRULATA","KILLARNEY","medium",4,212
"PRUNUS SERRULATA","KITSILANO","medium",4,215
"PRUNUS SERRULATA","MARPOLE","medium",4,397
"PRUNUS SERRULATA","MOUNT PLEASANT","medium",4,545
"PRUNUS SERRULATA","OAKRIDGE","medium",4,232
"PRUNUS SERRULATA","RENFREW-COLLINGWOOD","medium",4,461
"PRUNUS SERRULATA","RILEY PARK","medium",4,475
"PRUNUS SERRULATA","SHAUGHNESSY","medium",4,163
"PRUNUS SERRULATA","SOUTH CAMBIE","medium",4,113
"PRUNUS SERRULATA","STRATHCONA","medium",4,88
"PRUNUS SERRULATA","SUNSET","medium",4,432
"PRUNUS SERRULATA","VICTORIA-FRASERVIEW","medium",4,453
"PRUNUS SERRULATA","WEST END","medium",4,158
"PRUNUS SERRULATA","WEST POINT GREY","medium",4,163
"TILIA EUCHLORA   X","ARBUTUS-RIDGE","medium",4,47
"TILIA EUCHLORA   X","DOWNTOWN","medium",4,122
"TILIA EUCHLORA   X","DUNBAR-SOUTHLANDS","medium",4,56
"TILIA EUCHLORA   X","FAIRVIEW","medium",4,79
"TILIA EUCHLORA   X","GRANDVIEW-WOODLAND","medium",4,177
"TILIA EUCHLORA   X","HASTINGS-SUNRISE","medium",4,223
"TILIA EUCHLORA   X","KENSINGTON-CEDAR COTTAGE","medium",4,298
"TILIA EUCHLORA   X","KERRISDALE","medium",4,100
"TILIA EUCHLORA   X","KILLARNEY","medium",4,551
"TILIA EUCHLORA   X","KITSILANO","medium",4,389
"TILIA EUCHLORA   X","MARPOLE","medium",4,19
"TILIA EUCHLORA   X","MOUNT PLEASANT","medium",4,180
"TILIA EUCHLORA   X","OAKRIDGE","medium",4,28
"TILIA EUCHLORA   X","RENFREW-COLLINGWOOD","medium",4,343
"TILIA EUCHLORA   X","RILEY PARK","medium",4,247
"TILIA EUCHLORA   X","SHAUGHNESSY","medium",4,52
"TILIA EUCHLORA   X","SOUTH CAMBIE","medium",4,48
"TILIA EUCHLORA   X","STRATHCONA","medium",4,71
"TILIA EUCHLORA   X","SUNSET","medium",4,279
"TILIA EUCHLORA   X","VICTORIA-FRASERVIEW","medium",4,399
"TILIA EUCHLORA   X","WEST END","medium",4,89
"TILIA EUCHLORA   X","WEST POINT GREY","medium",4,70
"ACER CAMPESTRE","ARBUTUS-RIDGE","medium",5,45
"ACER CAMPESTRE","DOWNTOWN","medium",5,73
"ACER CAMPESTRE","DUNBAR-SOUTHLANDS","medium",5,79
"ACER CAMPESTRE","FAIRVIEW","medium",5,29
"ACER CAMPESTRE","GRANDVIEW-WOODLAND","medium",5,48
"ACER CAMPESTRE","HASTINGS-SUNRISE","medium",5,193
"ACER CAMPESTRE","KENSINGTON-CEDAR COTTAGE","medium",5,147
"ACER CAMPESTRE","KERRISDALE","medium",5,10
"ACER CAMPESTRE","KILLARNEY","medium",5,14
"ACER CAMPESTRE","KITSILANO","medium",5,41
"ACER CAMPESTRE","MOUNT PLEASANT","medium",5,36
"ACER CAMPESTRE","OAKRIDGE","medium",5,8
"ACER CAMPESTRE","RENFREW-COLLINGWOOD","medium",5,126
"ACER CAMPESTRE","RILEY PARK","medium",5,140
"ACER CAMPESTRE","SHAUGHNESSY","medium",5,41
"ACER CAMPESTRE","SUNSET","medium",5,90
"ACER CAMPESTRE","WEST END","medium",5,24
"ACER CAMPESTRE","WEST POINT GREY","medium",5,17
"ACER FREEMANI   X","ARBUTUS-RIDGE","medium",5,6
"ACER FREEMANI   X","DOWNTOWN","medium",5,104
"ACER FREEMANI   X","DUNBAR-SOUTHLANDS","medium",5,31
"ACER FREEMANI   X","FAIRVIEW","medium",5,47
"ACER FREEMANI   X","GRANDVIEW-WOODLAND","medium",5,93
"ACER FREEMANI   X","HASTINGS-SUNRISE","medium",5,154
"ACER FREEMANI   X","KENSINGTON-CEDAR COTTAGE","medium",5,94
"ACER FREEMANI   X","KILLARNEY","medium",5,102
"ACER FREEMANI   X","KITSILANO","medium",5,34
"ACER FREEMANI   X","MARPOLE","medium",5,28
"ACER FREEMANI   X","MOUNT PLEASANT","medium",5,191
"ACER FREEMANI   X","RENFREW-COLLINGWOOD","medium",5,60
"ACER FREEMANI   X","RILEY PARK","medium",5,47
"ACER FREEMANI   X","SHAUGHNESSY","medium",5,9
"ACER FREEMANI   X","SUNSET","medium",5,40
"ACER FREEMANI   X","WEST END","medium",5,95
"ACER FREEMANI   X","WEST POINT GREY","medium",5,37
"ACER PLATANOIDES","ARBUTUS-RIDGE","medium",5,84
"ACER PLATANOIDES","DOWNTOWN","medium",5,136
"ACER PLATANOIDES","DUNBAR-SOUTHLANDS","medium",5,558
"ACER PLATANOIDES","FAIRVIEW","medium",5,179
"ACER PLATANOIDES","GRANDVIEW-WOODLAND","medium",5,123
"ACER PLATANOIDES","HASTINGS-SUNRISE","medium",5,294
"ACER PLATANOIDES","KENSINGTON-CEDAR COTTAGE","medium",5,219
"ACER PLATANOIDES","KERRISDALE","medium",5,557
"ACER PLATANOIDES","KILLARNEY","medium",5,56
"ACER PLATANOIDES","KITSILANO","medium",5,550
"ACER PLATANOIDES","MARPOLE","medium",5,271
"ACER PLATANOIDES","MOUNT PLEASANT","medium",5,174
"ACER PLATANOIDES","RENFREW-COLLINGWOOD","medium",5,171
"ACER PLATANOIDES","RILEY PARK","medium",5,193
"ACER PLATANOIDES","SHAUGHNESSY","medium",5,488
"ACER PLATANOIDES","SOUTH CAMBIE","medium",5,139
"ACER PLATANOIDES","STRATHCONA","medium",5,51
"ACER PLATANOIDES","SUNSET","medium",5,226
"ACER PLATANOIDES","VICTORIA-FRASERVIEW","medium",5,48
"ACER PLATANOIDES","WEST END","medium",5,129
"ACER PLATANOIDES","WEST POINT GREY","medium",5,293
"ACER RUBRUM","ARBUTUS-RIDGE","medium",5,111
"ACER RUBRUM","DOWNTOWN","medium",5,466
"ACER RUBRUM","DUNBAR-SOUTHLANDS","medium",5,93
"ACER RUBRUM","FAIRVIEW","medium",5,344
"ACER RUBRUM","GRANDVIEW-WOODLAND","medium",5,256
"ACER RUBRUM","HASTINGS-SUNRISE","medium",5,207
"ACER RUBRUM","KENSINGTON-CEDAR COTTAGE","medium",5,230
"ACER RUBRUM","KERRISDALE","medium",5,51
"ACER RUBRUM","KILLARNEY","medium",5,266
"ACER RUBRUM","KITSILANO","medium",5,199
"ACER RUBRUM","MARPOLE","medium",5,150
"ACER RUBRUM","MOUNT PLEASANT","medium",5,293
"ACER RUBRUM","RENFREW-COLLINGWOOD","medium",5,165
"ACER RUBRUM","RILEY PARK","medium",5,73
"ACER RUBRUM","SHAUGHNESSY","medium",5,66
"ACER RUBRUM","SOUTH CAMBIE","medium",5,59
"ACER RUBRUM","WEST END","medium",5,150
"ACER RUBRUM","WEST POINT GREY","medium",5,86
"CARPINUS BETULUS","DOWNTOWN","medium",5,115
"CARPINUS BETULUS","FAIRVIEW","medium",5,76
"CARPINUS BETULUS","GRANDVIEW-WOODLAND","medium",5,198
"CARPINUS BETULUS","HASTINGS-SUNRISE","medium",5,224
"CARPINUS BETULUS","KENSINGTON-CEDAR COTTAGE","medium",5,205
"CARPINUS BETULUS","KILLARNEY","medium",5,71
"CARPINUS BETULUS","KITSILANO","medium",5,118
"CARPINUS BETULUS","MARPOLE","medium",5,85
"CARPINUS BETULUS","MOUNT PLEASANT","medium",5,63
"CARPINUS BETULUS","RENFREW-COLLINGWOOD","medium",5,189
"CARPINUS BETULUS","RILEY PARK","medium",5,135
"CARPINUS BETULUS","SHAUGHNESSY","medium",5,25
"CARPINUS BETULUS","STRATHCONA","medium",5,102
"CARPINUS BETULUS","SUNSET","medium",5,130
"CARPINUS BETULUS","VICTORIA-FRASERVIEW","medium",5,60
"CARPINUS BETULUS","WEST END","medium",5,62
"FAGUS SYLVATICA","ARBUTUS-RIDGE","medium",5,34
"FAGUS SYLVATICA","DOWNTOWN","medium",5,128
"FAGUS SYLVATICA","DUNBAR-SOUTHLANDS","medium",5,15
"FAGUS SYLVATICA","FAIRVIEW","medium",5,39
"FAGUS SYLVATICA","GRANDVIEW-WOODLAND","medium",5,100
"FAGUS SYLVATICA","HASTINGS-SUNRISE","medium",5,87
"FAGUS SYLVATICA","KENSINGTON-CEDAR COTTAGE","medium",5,122
"FAGUS SYLVATICA","KERRISDALE","medium",5,21
"FAGUS SYLVATICA","KITSILANO","medium",5,65
"FAGUS SYLVATICA","MOUNT PLEASANT","medium",5,70
"FAGUS SYLVATICA","RENFREW-COLLINGWOOD","medium",5,188
"FAGUS SYLVATICA","RILEY PARK","medium",5,43
"FAGUS SYLVATICA","SOUTH CAMBIE","medium",5,36
"FAGUS SYLVATICA","SUNSET","medium",5,73
"FAGUS SYLVATICA","VICTORIA-FRASERVIEW","medium",5,28
"FAGUS SYLVATICA","WEST POINT GREY","medium",5,15
"MAGNOLIA KOBUS","KENSINGTON-CEDAR COTTAGE","medium",5,56
"MAGNOLIA KOBUS","SHAUGHNESSY","medium",5,22
"MAGNOLIA KOBUS","WEST POINT GREY","medium",5,22
"PRUNUS CERASIFERA","ARBUTUS-RIDGE","medium",5,506
"PRUNUS CERASIFERA","DUNBAR-SOUTHLANDS","medium",5,382
"PRUNUS CERASIFERA","FAIRVIEW","medium",5,46
"PRUNUS CERASIFERA","HASTINGS-SUNRISE","medium",5,417
"PRUNUS CERASIFERA","KERRISDALE","medium",5,225
"PRUNUS CERASIFERA","OAKRIDGE","medium",5,139
"PRUNUS CERASIFERA","RENFREW-COLLINGWOOD","medium",5,476
"PRUNUS CERASIFERA","WEST POINT GREY","medium",5,193
"PRUNUS SERRULATA","DUNBAR-SOUTHLANDS","medium",5,423
"PRUNUS SERRULATA","FAIRVIEW","medium",5,142
"PRUNUS SERRULATA","GRANDVIEW-WOODLAND","medium",5,277
"PRUNUS SERRULATA","HASTINGS-SUNRISE","medium",5,324
"PRUNUS SERRULATA","KENSINGTON-CEDAR COTTAGE","medium",5,690
"PRUNUS SERRULATA","KILLARNEY","medium",5,212
"PRUNUS SERRULATA","MARPOLE","medium",5,397
"PRUNUS SERRULATA","RENFREW-COLLINGWOOD","medium",5,461
"PRUNUS SERRULATA","RILEY PARK","medium",5,475
"PRUNUS SERRULATA","STRATHCONA","medium",5,88
"PRUNUS SERRULATA","SUNSET","medium",5,432
"PRUNUS SERRULATA","VICTORIA-FRASERVIEW","medium",5,453
"PRUNUS SERRULATA","WEST END","medium",5,158
"PRUNUS SERRULATA","WEST POINT GREY","medium",5,163
"TILIA EUCHLORA   X","ARBUTUS-RIDGE","medium",5,47
"TILIA EUCHLORA   X","DUNBAR-SOUTHLANDS","medium",5,56
"TILIA EUCHLORA   X","FAIRVIEW","medium",5,79
"TILIA EUCHLORA   X","GRANDVIEW-WOODLAND","medium",5,177
"TILIA EUCHLORA   X","HASTINGS-SUNRISE","medium",5,223
"TILIA EUCHLORA   X","KENSINGTON-CEDAR COTTAGE","medium",5,298
"TILIA EUCHLORA   X","KERRISDALE","medium",5,100
"TILIA EUCHLORA   X","KILLARNEY","medium",5,551
"TILIA EUCHLORA   X","KITSILANO","medium",5,389
"TILIA EUCHLORA   X","MOUNT PLEASANT","medium",5,180
"TILIA EUCHLORA   X","OAKRIDGE","medium",5,28
"TILIA EUCHLORA   X","RENFREW-COLLINGWOOD","medium",5,343
"TILIA EUCHLORA   X","SHAUGHNESSY","medium",5,52
"TILIA EUCHLORA   X","STRATHCONA","medium",5,71
"TILIA EUCHLORA   X","SUNSET","medium",5,279
"TILIA EUCHLORA   X","VICTORIA-FRASERVIEW","medium",5,399
"TILIA EUCHLORA   X","WEST END","medium",5,89
"TILIA EUCHLORA   X","WEST POINT GREY","medium",5,70
"ACER CAMPESTRE","DOWNTOWN","tall",6,1
"ACER CAMPESTRE","DUNBAR-SOUTHLANDS","tall",6,1
"ACER CAMPESTRE","HASTINGS-SUNRISE","tall",6,19
"ACER CAMPESTRE","RILEY PARK","tall",6,5
"ACER CAMPESTRE","SUNSET","tall",6,5
"ACER CAMPESTRE","WEST END","tall",6,6
"ACER FREEMANI   X","ARBUTUS-RIDGE","tall",6,1
"ACER FREEMANI   X","DOWNTOWN","tall",6,5
"ACER FREEMANI   X","FAIRVIEW","tall",6,1
"ACER FREEMANI   X","GRANDVIEW-WOODLAND","tall",6,7
"ACER FREEMANI   X","HASTINGS-SUNRISE","tall",6,2
"ACER FREEMANI   X","KENSINGTON-CEDAR COTTAGE","tall",6,3
"ACER FREEMANI   X","MOUNT PLEASANT","tall",6,5
"ACER FREEMANI   X","RILEY PARK","tall",6,2
"ACER FREEMANI   X","STRATHCONA","tall",6,1
"ACER FREEMANI   X","WEST END","tall",6,13
"ACER FREEMANI   X","WEST POINT GREY","tall",6,1
"ACER PLATANOIDES","ARBUTUS-RIDGE","tall",6,25
"ACER PLATANOIDES","DOWNTOWN","tall",6,3
"ACER PLATANOIDES","DUNBAR-SOUTHLANDS","tall",6,286
"ACER PLATANOIDES","FAIRVIEW","tall",6,45
"ACER PLATANOIDES","GRANDVIEW-WOODLAND","tall",6,11
"ACER PLATANOIDES","HASTINGS-SUNRISE","tall",6,80
"ACER PLATANOIDES","KENSINGTON-CEDAR COTTAGE","tall",6,39
"ACER PLATANOIDES","KERRISDALE","tall",6,144
"ACER PLATANOIDES","KITSILANO","tall",6,374
"ACER PLATANOIDES","MARPOLE","tall",6,30
"ACER PLATANOIDES","MOUNT PLEASANT","tall",6,26
"ACER PLATANOIDES","RENFREW-COLLINGWOOD","tall",6,10
"ACER PLATANOIDES","RILEY PARK","tall",6,87
"ACER PLATANOIDES","SHAUGHNESSY","tall",6,287
"ACER PLATANOIDES","SOUTH CAMBIE","tall",6,65
"ACER PLATANOIDES","STRATHCONA","tall",6,1
"ACER PLATANOIDES","SUNSET","tall",6,7
"ACER PLATANOIDES","VICTORIA-FRASERVIEW","tall",6,3
"ACER PLATANOIDES","WEST END","tall",6,15
"ACER PLATANOIDES","WEST POINT GREY","tall",6,161
"ACER RUBRUM","ARBUTUS-RIDGE","tall",6,4
"ACER RUBRUM","DOWNTOWN","tall",6,4
"ACER RUBRUM","DUNBAR-SOUTHLANDS","tall",6,3
"ACER RUBRUM","FAIRVIEW","tall",6,1
"ACER RUBRUM","GRANDVIEW-WOODLAND","tall",6,13
"ACER RUBRUM","HASTINGS-SUNRISE","tall",6,5
"ACER RUBRUM","KENSINGTON-CEDAR COTTAGE","tall",6,1
"ACER RUBRUM","KERRISDALE","tall",6,10
"ACER RUBRUM","KILLARNEY","tall",6,4
"ACER RUBRUM","KITSILANO","tall",6,5
"ACER RUBRUM","MARPOLE","tall",6,1
"ACER RUBRUM","MOUNT PLEASANT","tall",6,12
"ACER RUBRUM","SHAUGHNESSY","tall",6,4
"ACER RUBRUM","WEST END","tall",6,2
"ACER RUBRUM","WEST POINT GREY","tall",6,1
"CARPINUS BETULUS","ARBUTUS-RIDGE","tall",6,1
"CARPINUS BETULUS","GRANDVIEW-WOODLAND","tall",6,4
"CARPINUS BETULUS","HASTINGS-SUNRISE","tall",6,7
"CARPINUS BETULUS","KENSINGTON-CEDAR COTTAGE","tall",6,1
"CARPINUS BETULUS","RENFREW-COLLINGWOOD","tall",6,13
"CARPINUS BETULUS","STRATHCONA","tall",6,2
"CARPINUS BETULUS","SUNSET","tall",6,2
"FAGUS SYLVATICA","ARBUTUS-RIDGE","tall",6,2
"FAGUS SYLVATICA","DOWNTOWN","tall",6,14
"FAGUS SYLVATICA","FAIRVIEW","tall",6,13
"FAGUS SYLVATICA","HASTINGS-SUNRISE","tall",6,32
"FAGUS SYLVATICA","KENSINGTON-CEDAR COTTAGE","tall",6,10
"FAGUS SYLVATICA","KERRISDALE","tall",6,7
"FAGUS SYLVATICA","KITSILANO","tall",6,38
"FAGUS SYLVATICA","MARPOLE","tall",6,2
"FAGUS SYLVATICA","MOUNT PLEASANT","tall",6,24
"FAGUS SYLVATICA","RENFREW-COLLINGWOOD","tall",6,2
"FAGUS SYLVATICA","RILEY PARK","tall",6,40
"FAGUS SYLVATICA","SHAUGHNESSY","tall",6,2
"FAGUS SYLVATICA","SOUTH CAMBIE","tall",6,2
"FAGUS SYLVATICA","WEST END","tall",6,6
"PRUNUS CERASIFERA","KENSINGTON-CEDAR COTTAGE","tall",6,1
"PRUNUS CERASIFERA","SUNSET","tall",6,2
"PRUNUS SERRULATA","DUNBAR-SOUTHLANDS","tall",6,1
"PRUNUS SERRULATA","KITSILANO","tall",6,2
"PRUNUS SERRULATA","VICTORIA-FRASERVIEW","tall",6,2
"PRUNUS SERRULATA","WEST POINT GREY","tall",6,2
"TILIA EUCHLORA   X","ARBUTUS-RIDGE","tall",6,8
"TILIA EUCHLORA   X","DUNBAR-SOUTHLANDS","tall",6,2
"TILIA EUCHLORA   X","FAIRVIEW","tall",6,7
"TILIA EUCHLORA   X","GRANDVIEW-WOODLAND","tall",6,5
"TILIA EUCHLORA   X","HASTINGS-SUNRISE","tall",6,6
"TILIA EUCHLORA   X","KENSINGTON-CEDAR COTTAGE","tall",6,5
"TILIA EUCHLORA   X","KERRISDALE","tall",6,1
"TILIA EUCHLORA   X","MARPOLE","tall",6,1
"TILIA EUCHLORA   X","MOUNT PLEASANT","tall",6,3
"TILIA EUCHLORA   X","RILEY PARK","tall",6,2
"TILIA EUCHLORA   X","SHAUGHNESSY","tall",6,15
"TILIA EUCHLORA   X","STRATHCONA","tall",6,1
"TILIA EUCHLORA   X","WEST END","tall",6,3
"TILIA EUCHLORA   X","WEST POINT GREY","tall",6,8
"ACER CAMPESTRE","HASTINGS-SUNRISE","tall",7,19
"ACER CAMPESTRE","WEST END","tall",7,6
"ACER FREEMANI   X","KITSILANO","tall",7,1
"ACER FREEMANI   X","MARPOLE","tall",7,1
"ACER FREEMANI   X","WEST END","tall",7,13
"ACER PLATANOIDES","ARBUTUS-RIDGE","tall",7,25
"ACER PLATANOIDES","DUNBAR-SOUTHLANDS","tall",7,286
"ACER PLATANOIDES","FAIRVIEW","tall",7,45
"ACER PLATANOIDES","GRANDVIEW-WOODLAND","tall",7,11
"ACER PLATANOIDES","HASTINGS-SUNRISE","tall",7,80
"ACER PLATANOIDES","KENSINGTON-CEDAR COTTAGE","tall",7,39
"ACER PLATANOIDES","KERRISDALE","tall",7,144
"ACER PLATANOIDES","KITSILANO","tall",7,374
"ACER PLATANOIDES","MARPOLE","tall",7,30
"ACER PLATANOIDES","MOUNT PLEASANT","tall",7,26
"ACER PLATANOIDES","RENFREW-COLLINGWOOD","tall",7,10
"ACER PLATANOIDES","RILEY PARK","tall",7,87
"ACER PLATANOIDES","SHAUGHNESSY","tall",7,287
"ACER PLATANOIDES","SOUTH CAMBIE","tall",7,65
"ACER PLATANOIDES","SUNSET","tall",7,7
"ACER PLATANOIDES","VICTORIA-FRASERVIEW","tall",7,3
"ACER PLATANOIDES","WEST END","tall",7,15
"ACER PLATANOIDES","WEST POINT GREY","tall",7,161
"ACER RUBRUM","DOWNTOWN","tall",7,4
"ACER RUBRUM","DUNBAR-SOUTHLANDS","tall",7,3
"ACER RUBRUM","GRANDVIEW-WOODLAND","tall",7,13
"ACER RUBRUM","KITSILANO","tall",7,5
"ACER RUBRUM","MOUNT PLEASANT","tall",7,12
"ACER RUBRUM","SHAUGHNESSY","tall",7,4
"ACER RUBRUM","WEST END","tall",7,2
"CARPINUS BETULUS","HASTINGS-SUNRISE","tall",7,7
"CARPINUS BETULUS","STRATHCONA","tall",7,2
"FAGUS SYLVATICA","DUNBAR-SOUTHLANDS","tall",7,2
"FAGUS SYLVATICA","FAIRVIEW","tall",7,13
"FAGUS SYLVATICA","GRANDVIEW-WOODLAND","tall",7,1
"FAGUS SYLVATICA","HASTINGS-SUNRISE","tall",7,32
"FAGUS SYLVATICA","KENSINGTON-CEDAR COTTAGE","tall",7,10
"FAGUS SYLVATICA","KERRISDALE","tall",7,7
"FAGUS SYLVATICA","KITSILANO","tall",7,38
"FAGUS SYLVATICA","MARPOLE","tall",7,2
"FAGUS SYLVATICA","MOUNT PLEASANT","tall",7,24
"FAGUS SYLVATICA","RENFREW-COLLINGWOOD","tall",7,2
"FAGUS SYLVATICA","RILEY PARK","tall",7,40
"FAGUS SYLVATICA","SHAUGHNESSY","tall",7,2
"FAGUS SYLVATICA","WEST END","tall",7,6
"PRUNUS CERASIFERA","ARBUTUS-RIDGE","tall",7,1
"PRUNUS CERASIFERA","OAKRIDGE","tall",7,1
"PRUNUS CERASIFERA","RENFREW-COLLINGWOOD","tall",7,1
"PRUNUS CERASIFERA","SUNSET","tall",7,2
"PRUNUS SERRULATA","SUNSET","tall",7,1
"PRUNUS SERRULATA","VICTORIA-FRASERVIEW","tall",7,2
"PRUNUS SERRULATA","WEST POINT GREY","tall",7,2
"TILIA EUCHLORA   X","DUNBAR-SOUTHLANDS","tall",7,2
"TILIA EUCHLORA   X","FAIRVIEW","tall",7,7
"TILIA EUCHLORA   X","KITSILANO","tall",7,2
"TILIA EUCHLORA   X","RILEY PARK","tall",7,2
"TILIA EUCHLORA   X","SHAUGHNESSY","tall",7,15
"TILIA EUCHLORA   X","SOUTH CAMBIE","tall",7,1
"ACER FREEMANI   X","DOWNTOWN","tall",8,5
"ACER FREEMANI   X","WEST END","tall",8,13
"ACER PLATANOIDES","ARBUTUS-RIDGE","tall",8,25
"ACER PLATANOIDES","DUNBAR-SOUTHLANDS","tall",8,286
"ACER PLATANOIDES","HASTINGS-SUNRISE","tall",8,80
"ACER PLATANOIDES","KENSINGTON-CEDAR COTTAGE","tall",8,39
"ACER PLATANOIDES","KERRISDALE","tall",8,144
"ACER PLATANOIDES","KITSILANO","tall",8,374
"ACER PLATANOIDES","SHAUGHNESSY","tall",8,287
"ACER PLATANOIDES","SOUTH CAMBIE","tall",8,65
"ACER PLATANOIDES","WEST POINT GREY","tall",8,161
"ACER RUBRUM","SHAUGHNESSY","tall",8,4
"FAGUS SYLVATICA","ARBUTUS-RIDGE","tall",8,2
"FAGUS SYLVATICA","DUNBAR-SOUTHLANDS","tall",8,2
"FAGUS SYLVATICA","FAIRVIEW","tall",8,13
"FAGUS SYLVATICA","KENSINGTON-CEDAR COTTAGE","tall",8,10
"FAGUS SYLVATICA","KITSILANO","tall",8,38
"FAGUS SYLVATICA","MOUNT PLEASANT","tall",8,24
"FAGUS SYLVATICA","RILEY PARK","tall",8,40
"PRUNUS CERASIFERA","GRANDVIEW-WOODLAND","tall",8,1
"PRUNUS CERASIFERA","WEST END","tall",8,1
"PRUNUS SERRULATA","SHAUGHNESSY","tall",8,1
"PRUNUS SERRULATA","WEST END","tall",8,1
"ACER PLATANOIDES","DUNBAR-SOUTHLANDS","x_tall",9,1
"ACER PLATANOIDES","SHAUGHNESSY","x_tall",9,1
"ACER RUBRUM","KERRISDALE","x_tall",9,3
"FAGUS SYLVATICA","DUNBAR-SOUTHLANDS","x_tall",9,1
"FAGUS SYLVATICA","KENSINGTON-CEDAR COTTAGE","x_tall",9,6
"PRUNUS CERASIFERA","KENSINGTON-CEDAR COTTAGE","x_tall",9,2
"PRUNUS SERRULATA","KITSILANO","x_tall",9,1
"TILIA EUCHLORA   X","KILLARNEY","x_tall",9,2
